Title,Author,genres
War with the Newts,Karel Čapek/M. Weatherall/R. Weatherall/Ivan Klíma,20th Century; Classics; Czech Literature; Dystopia; European Literature; Fantasy; Fiction; Humor; Literature; Novels; Science Fiction; War
Parallel Worlds: A Journey through Creation  Higher Dimensions  and the Future of the Cosmos,Michio Kaku,Astronomy; Audiobook; Nonfiction; Philosophy; Physics; Popular Science; Quantum Mechanics; Science; Science Fiction; Space; Time Travel
Key Lime Pie Murder (Hannah Swensen  #9),Joanne Fluke,Adult; Audiobook; Chick Lit; Cozy Mystery; Fiction; Food; Food and Drink; Murder Mystery; Mystery; Mystery Thriller; Romance; Thriller; Womens Fiction
Cherry Cheesecake Murder (Hannah Swensen  #8),Joanne Fluke,Adult; Audiobook; Cozy Mystery; Crime; Fiction; Food; Food and Drink; Murder Mystery; Mystery; Mystery Thriller; Romance; Thriller
Peach Cobbler Murder (Hannah Swensen  #7),Joanne Fluke,Adult; Audiobook; Chick Lit; Contemporary; Cozy Mystery; Fiction; Food; Food and Drink; Mystery; Mystery Thriller; Romance; Thriller; Womens Fiction
Strawberry Shortcake Murder (Hannah Swensen  #2),Joanne Fluke,Adult; Audiobook; Chick Lit; Cozy Mystery; Crime; Fiction; Food; Food and Drink; Murder Mystery; Mystery; Mystery Thriller; Thriller; Womens Fiction
Lemon Meringue Pie Murder (Hannah Swensen  #4),Joanne Fluke,Adult; Audiobook; Chick Lit; Contemporary; Cozy Mystery; Crime; Fiction; Food; Food and Drink; Mystery; Mystery Thriller; Thriller; Womens Fiction
Fluke: Or  I Know Why the Winged Whale Sings,Christopher Moore,Adult; Adult Fiction; Audiobook; Comedy; Contemporary; Fantasy; Fiction; Humor; Science Fiction; Urban Fantasy
Sugar Cookie Murder (Hannah Swensen  #6),Joanne Fluke,Adult; Audiobook; Christmas; Cozy Mystery; Fiction; Food; Food and Drink; Holiday; Murder Mystery; Mystery; Mystery Thriller; Thriller
Chocolate Chip Cookie Murder (Hannah Swensen  #1),Joanne Fluke,Adult; Audiobook; Chick Lit; Contemporary; Cozy Mystery; Crime; Fiction; Food; Food and Drink; Mystery; Mystery Thriller; Thriller; Womens Fiction
Blueberry Muffin Murder (Hannah Swensen  #3),Joanne Fluke,Adult; Audiobook; Chick Lit; Contemporary; Cozy Mystery; Crime; Fiction; Murder Mystery; Mystery; Mystery Thriller; Thriller; Womens Fiction
The Wolf Shall Dwell With the Lamb: A Spirituality for Leadership in a Multicultural Community,Eric H.F. Law,Christian; Church; Leadership; Nonfiction; Race; Religion; Social Justice; Social Movements; Sociology; Spirituality; Theology
Focus: The Future of Your Company Depends on It,Al Ries/Laura Ries,Buisness; Business; Entrepreneurship; Leadership; Management; Nonfiction; Personal Development; Productivity; Self Help
Positioning: The Battle for Your Mind,Al Ries/Jack Trout,Buisness; Business; Communication; Entrepreneurship; Language; Management; Nonfiction; Personal Development; Psychology; Self Help; Writing
The 22 Immutable Laws of Marketing: Violate Them at Your Own Risk,Al Ries/Jack Trout,Audiobook; Buisness; Business; Economics; Entrepreneurship; Finance; Leadership; Management; Nonfiction; Personal Development; Self Help
Horse Sense: How to Pull Ahead on the Business Track,Al Ries/Jack Trout,Business; Nonfiction
You Suck (A Love Story  #2),Christopher Moore,Comedy; Fantasy; Fiction; Horror; Humor; Paranormal; Romance; Supernatural; Urban Fantasy; Vampires
Bloodsucking Fiends (A Love Story  #1),Christopher Moore,Comedy; Fantasy; Fiction; Horror; Humor; Paranormal; Romance; Supernatural; Urban Fantasy; Vampires
Island of the Sequined Love Nun,Christopher Moore,Adult; Adult Fiction; Adventure; Audiobook; Comedy; Contemporary; Fantasy; Fiction; Humor; Novels
A Dirty Job (Grim Reaper  #1),Christopher Moore,Adult; Audiobook; Comedy; Fantasy; Fiction; Horror; Humor; Paranormal; Supernatural; Urban Fantasy
Practical Demonkeeping (Pine Cove  #1),Christopher Moore,Audiobook; Comedy; Demons; Fantasy; Fiction; Horror; Humor; Paranormal; Supernatural; Urban Fantasy
The Lust Lizard of Melancholy Cove (Pine Cove  #2),Christopher Moore,Adult; Adult Fiction; Audiobook; Comedy; Contemporary; Fantasy; Fiction; Humor; Paranormal; Urban Fantasy
Granta 7,Bill Buford/Clive Sinclair/Graham Swift/Martin Amis/Rose Tremain/A.N. Wilson/Pat Barker/Julian Barnes/Ursula Bentley/William Boyd/Buchi Emecheta/Alan Judd/Maggie Gee/Kazuo Ishiguro/Adam Mars-Jones/Ian McEwan/Shiva Naipaul/Philip Norman/Christopher Priest/Salman Rushdie/Lisa St. Aubin de Terán,Fiction; Short Stories
Will Eisner's New York: Life in the Big City (The New York Tetralogy  #1-4),Will Eisner/Neil Gaiman,Art; Bande Dessinée; Comic Book; Comics; Comix; Fiction; Graphic Novels; Graphic Novels Comics; Historical; Historical Fiction; New York; Sequential Art
Graphic Storytelling and Visual Narrative,Will Eisner,Art; Comics; Design; Drawing; Education; Graphic Novels; Graphic Novels Comics; Language; Nonfiction; Reference; Sequential Art; Writing
The Best of the Spirit,Will Eisner/Neil Gaiman,Classics; Comic Book; Comics; Crime; Dc Comics; Fiction; Graphic Novels; Graphic Novels Comics; Mystery; Noir; Sequential Art; Superheroes
The Plot: The Secret Story of the Protocols of the Elders of Zion,Will Eisner/Stephen Eric Bronner/Umberto Eco/Sergei Nilus,Comic Book; Comics; Graphic Novels; Graphic Novels Comics; History; Jewish; Judaism; Literature; Nonfiction; Politics; Religion; Sequential Art
Will Eisner Sketchbook,Will Eisner,Art; Comics; Graphic Novels; Reference; Sequential Art
The Conquering Sword of Conan (Conan the Cimmerian  #3),Robert E. Howard/Gregory Manchess/Patrice Louinet,Adventure; Anthologies; Classics; Fantasy; Fiction; Heroic Fantasy; Horror; Pulp; Science Fiction Fantasy; Short Stories; Sword and Sorcery
Conan and the Demons of Khitai,Akira Yoshida/Pat Lee/Paul Lee/C.B. Cebulski,Comics; Fantasy; Fiction; Graphic Novels; Graphic Novels Comics; Heroic Fantasy; Sequential Art; Sword and Sorcery
Call of Cthulhu: Horror Roleplaying (Call of Cthulhu RPG),Sandy Petersen/Lynn Willis,Cthulhu Mythos; Fantasy; Fiction; Games; Gaming; Horror; Lovecraftian; Reference; Role Playing Games; Science Fiction; Sports and Games
The Call of Cthulhu and Other Weird Stories,H.P. Lovecraft,Classics; Fantasy; Fiction; Gothic; Horror; Literature; Lovecraftian; Science Fiction; Short Stories; Weird Fiction
The Keeper's Companion 2: Prohibition  Firearms  Tomes  & Creatures (Call of Cthulhu RPG),Lynn Willis/Brian M. Sammons/Adam Gauntlett/William Dietze/Greg Henrikson/Charles P. Zaglanis/J. Gordon Olmstead-Dean/M.J. Lempert/James Crowder,Cthulhu Mythos; Games; Gaming; Horror; Lovecraftian; Role Playing Games; Sports and Games
Secrets of New York (Call of Cthulhu RPG),William    Jones,Games; Pulp; Role Playing Games; Sports and Games
The Keeper's Companion Vol. 1 (Call of Cthulhu RPG),Keith Herber/Brian M. Sammons/William Dietze/Chaosium Inc.,Games; Gaming; Horror; Role Playing Games; Sports and Games
Secrets of San Francisco: A 1920s Sourcebook for the City by the Bay (Call of Cthulhu RPG),Cody Goodfellow,Games; Horror; Role Playing Games; Sports and Games
Miskatonic University: Dire Secrets & Campus Life (Call of Cthulhu RPG),Sam Johnson/Sandy Antunes,Cthulhu Mythos; Games; Gaming; Horror; Lovecraftian; Role Playing Games; Sports and Games
Call of Cthulhu: Horror Roleplaying (Call of Cthulhu RPG),Sandy Petersen/Lynn Willis,Cthulhu Mythos; Fantasy; Fiction; Games; Gaming; Horror; Lovecraftian; Reference; Role Playing Games; Science Fiction; Sports and Games
Shadows of Yog-Sothoth (Call of Cthulhu RPG),Sandy Petersen,Cthulhu Mythos; Fiction; Games; Gaming; Horror; Lovecraftian; Role Playing Games; Sports and Games
Song of Cthulhu: Tales of the Spheres Beyond Sound,Stephen Mark Rainey/H.P. Lovecraft/Ramsey Campbell/Edward P. Berglund/Fred Chappel/Caitlín R. Kiernan/Thomas F. Montelone/E.A. Lustig/Brian McNaughton/William R. Trotter,Cthulhu Mythos; Horror; Lovecraftian
Twenty Thousand Leagues Under the Sea (Extraordinary Voyages  #6),Jules Verne/Anthony Bonner,Adventure; Audiobook; Classics; Cultural; Fantasy; Fiction; France; Literature; Novels; Science Fiction; Steampunk
One Thousand White Women: The Journals of May Dodd (One Thousand White Women  #1),Jim Fergus,19th Century; Adult; Adult Fiction; Adventure; Audiobook; Book Club; Fiction; Historical; Historical Fiction; Literature; Westerns
The White Man's Burden: Why the West's Efforts to Aid the Rest Have Done So Much Ill and So Little Good,William Easterly,Academic; Africa; Cultural; Economics; History; International Development; International Rel...; Nonfiction; Politics; Poverty; Social Issues; Social Justice; Social Movements; Sociology
The Elements of Style,William Strunk Jr./E.B. White,Academic; Business; Classics; Education; Humanities; Language; Nonfiction; Reference; School; Self Help; Textbooks; Writing
Dracula,Bram Stoker,19th Century; Audiobook; Classics; Fantasy; Fiction; Gothic; Horror; Literature; Paranormal; Vampires
Happy Hour at Casa Dracula (Casa Dracula  #1),Marta Acosta,Chick Lit; Fantasy; Fiction; Humor; Paranormal; Paranormal Romance; Romance; Supernatural; Urban Fantasy; Vampires; Womens Fiction
Frankenstein,Mary Wollstonecraft Shelley/Susan J. Wolfson,Academic; Classics; Fantasy; Fiction; Gothic; Horror; Literature; Novels; Read For School; School; Science Fiction
World War One British Poets: Brooke  Owen  Sassoon  Rosenberg and Others,Candace Ward,20th Century; Anthologies; British Literature; Classics; European Literature; History; Literature; Nonfiction; Poetry; War; World War I
World War II: A Short History,Michael J. Lyons,Academic; History; Military Fiction; Nonfiction; Read For School; Textbooks; War; World War II
A Short History of World War I,James L. Stokesbury,History; Military; Military Fiction; Military History; Nonfiction; Textbooks; War; World War I
Collected Stories  Vol. 2,Richard Matheson/Stanley Wiater/Jack Finney/George Clayton Johnson,Anthologies; Collections; Fiction; Horror; Science Fiction; Short Stories
Nightmare At 20 000 Feet,Richard Matheson/Stephen King,Anthologies; Audiobook; Classics; Fantasy; Fiction; Horror; Science Fiction; Short Stories; Supernatural; Thriller
Earthbound,Logan Swanson/Richard Matheson,Adult Fiction; Audiobook; Fantasy; Fiction; Ghosts; Horror; Paranormal; Science Fiction; Supernatural; Thriller
Hell House,Richard Matheson,Audiobook; Classics; Fantasy; Fiction; Ghosts; Horror; Mystery; Paranormal; Supernatural; Thriller
Noir: Three Novels of Suspense,Richard Matheson,Anthologies; Classics; Collections; Crime; Fiction; Horror; Mystery; Noir; Novels; Suspense; Thriller
7 Steps to Midnight,Richard Matheson,Fantasy; Fiction; Horror; Mystery; Novels; Science Fiction; Suspense; Thriller
Duel,Richard Matheson/Ray Bradbury,Anthologies; Audiobook; Classics; Fantasy; Fiction; Horror; Science Fiction; Short Stories; Suspense; Thriller
What Dreams May Come,Richard Matheson,Classics; Contemporary; Death; Fantasy; Fiction; Horror; Paranormal; Religion; Romance; Science Fiction
Richard Matheson's Hell House  Book 2,Ian Edginton/Simon Fraser,Comics; Graphic Novels
Bloodlines,Richard Matheson/Mark Dawidziak,Anthologies; Collections; Fiction; Horror; Paranormal; Vampires
The Bridegroom,Ha Jin,Asia; Asian Literature; China; Chinese Literature; Contemporary; Cultural; Fiction; Historical; Historical Fiction; Literary Fiction; Literature; Short Stories
Under the Red Flag,Ha Jin,American; Asia; Asian Literature; China; Cultural; Fiction; Historical; Historical Fiction; International; Literature; Short Stories
Ocean of Words,Ha Jin,Asia; Asian Literature; China; Cultural; Fiction; Historical; Historical Fiction; Literary Fiction; Literature; Short Stories; War
The Bridegroom,Ha Jin,Asia; Asian Literature; China; Chinese Literature; Contemporary; Cultural; Fiction; Historical; Historical Fiction; Literary Fiction; Literature; Short Stories
In the Pond,Ha Jin,Asia; Asian Literature; China; Chinese Literature; Cultural; Fiction; Historical; Historical Fiction; Literary Fiction; Literature; Novels
That Was Then  This Is Now,S.E. Hinton,Academic; Childrens; Classics; Coming Of Age; Contemporary; Fiction; Novels; Realistic Fiction; School; Teen; Young Adult
Hawkes Harbor,S.E. Hinton,Adult; Fantasy; Fiction; Horror; Mystery; Novels; Paranormal; Supernatural; Vampires; Young Adult
The Collection: The Outsiders / Rumble Fish / That Was Then  This Is Now,S.E. Hinton,Classics; Fiction; Young Adult
The Work of Work Servitude  Slavery and Labor in Medieval England,Allen J. Frantzen/Ruth Mazo Karras/Madonna J. Hettinger/Elizabeth Stevens Girsch/John Ruffing/George Ovitt Jr./Ross Samson/Niall Brady/Douglas Moffat/David Aers/Louise M. Bishop,History
East of Eden,John Steinbeck,20th Century; American; Classic Literature; Classics; Fiction; Historical; Historical Fiction; Literary Fiction; Literature; Novels
Katherine,Anya Seton/Philippa Gregory,14th Century; Audiobook; British Literature; Classics; European Literature; Fiction; Historical; Historical Fiction; Historical Romance; Literature; Medieval; Romance
The Fourth of July Story,Alice Dalgliesh/Marie Nonnast,2nd Grade; Academic; American History; American Revolution; Childrens; Historical; History; Holiday; Military History; Nonfiction; North American Hi...; Picture Books; School
Fourth of July Mice!,Bethany Roberts/Doug Cushman,American; Animals; Childrens; Fiction; Holiday; Literature; Picture Books; Storytime
Apple Pie 4th of July,Janet S. Wong/Margaret Chodos-Irvine,Asian Literature; Childrens; China; Cultural; Family; Fiction; Food; Food and Drink; Holiday; Literature; Picture Books; Realistic Fiction
Roses Are Red (Alex Cross  #6),James Patterson,Adult; Audiobook; Crime; Detective; Fiction; Murder Mystery; Mystery; Mystery Thriller; Suspense; Thriller
4th of July (Women's Murder Club  #4),James Patterson/Maxine Paetro,Adult; Audiobook; Crime; Detective; Fiction; Murder Mystery; Mystery; Mystery Thriller; Suspense; Thriller
Virgin,James Patterson,Crime; Detective; Fiction; Horror; Mystery; Mystery Thriller; Novels; Religion; Suspense; Thriller
Thriller: Stories To Keep You Up All Night,James Patterson/Ted Bell/Raelynn Hillhouse/Gregg Hurwitz/Alex Kava/J.A. Konrath/John Lescroart/David Liss/Eric Van Lustbader/Dennis Lynds/Gayle Lynds/Steve Berry/Chris Mooney/David Morrell/Katherine Neville/Michael Palmer/Douglas Preston/Christopher Reich/James Rollins/M.J. Rose/James Siegel/Grant Blackwood/Brad Thor/M. Diane Vogt/F. Paul Wilson/Lee Child/Lincoln Child/David Dun/Heather Graham/James Grippando/Denise Hamilton/David Liparulo/Christopher  Rice,Adult; Anthologies; Crime; Fiction; Horror; Mystery; Mystery Thriller; Short Stories; Suspense; Thriller
Saving the World and Other Extreme Sports (Maximum Ride  #3),James Patterson,Action; Adventure; Childrens; Fantasy; Fiction; Paranormal; Romance; Science Fiction; Teen; Young Adult
1st To Die (The Women's Murder Club  #1),James Patterson,Adult; Audiobook; Crime; Detective; Fiction; Murder Mystery; Mystery; Mystery Thriller; Suspense; Thriller
How to Write a Damn Good Mystery: A Practical Step-by-Step Guide from Inspiration to Finished Manuscript,James N. Frey,Art; Crafts; How To; Language; Mystery; Nonfiction; Reference; Research; Writing
Mediterranean Winter: The Pleasures of History and Landscape in Tunisia  Sicily  Dalmatia and the Peloponnese,Robert D. Kaplan,Africa; Autobiography; Biography; Cultural; Environment; Greece; History; Italy; Memoir; Nature; Nonfiction; Northern Africa; Travel; Tunisia
Balkan Ghosts: A Journey Through History,Robert D. Kaplan,Cultural; European History; History; Journalism; Nonfiction; Politics; Romania; Travel; Travelogue; War; World History; Writing
Mediterranean Winter: The Pleasures of History & Landscape in Tunisia  Sicily  Dalmatia & Greece,Robert D. Kaplan,Africa; Autobiography; Biography; Cultural; Environment; Greece; History; Italy; Memoir; Nature; Nonfiction; Northern Africa; Travel; Tunisia
El librero de Kabul,Åsne Seierstad,Asia; Autobiography; Biography; Biography Memoir; Books About Books; Cultural; History; Islam; Memoir; Nonfiction; Politics; Religion; Travel; Writing
Der Buchhändler aus Kabul: Eine Familiengeschichte,Åsne Seierstad,Asia; Autobiography; Biography; Biography Memoir; Books About Books; Cultural; History; Islam; Memoir; Nonfiction; Politics; Religion; Travel; Writing
Does God Know How to Tie Shoes?,Nancy White Carlstrom/Lori McElrath-Eslick,Childrens; Christian; Faith; Picture Books; Religion; Spirituality
The Ties That Bind: Life's Most Essential Knots and Ties,Susan Oliver/Harry   Bates,Crafts; Hobbies
The Undomestic Goddess,Sophie Kinsella,Adult; Adult Fiction; Audiobook; Chick Lit; Comedy; Contemporary; Contemporary Romance; Fiction; Humor; Romance; Womens Fiction
Girls' Night In,Lauren Henderson/Chris Manby/Sarah Mlynowski/Jill A. Davis/Stella Duffy/Lisa Jewell/Marian Keyes/Sophie Kinsella/Adèle Lang/Carole Matthews/Anna Maxted/Megan McCafferty/Alisa Valdes/Isabel Wolff/Meg Cabot/Jessica Adams/Louise Bagshawe/Emily Barr/Jenny Colgan/Lynda Curnyn/Jennifer Weiner,Adult; Adult Fiction; Anthologies; Chick Lit; Contemporary; Contemporary Romance; Fiction; Humor; Romance; Short Stories; Womens Fiction
Can You Keep a Secret?,Sophie Kinsella,Adult; Adult Fiction; Audiobook; Chick Lit; Comedy; Contemporary; Contemporary Romance; Fiction; Humor; Romance; Womens Fiction
Crazy For You,Jennifer Crusie,Adult; Adult Fiction; Audiobook; Chick Lit; Comedy; Contemporary; Contemporary Romance; Fiction; Humor; Romance; Womens Fiction
Welcome to Temptation (Dempseys  #1),Jennifer Crusie,Adult; Adult Fiction; Audiobook; Chick Lit; Contemporary; Contemporary Romance; Fiction; Humor; Mystery; Romance; Womens Fiction
Faking It (Dempseys  #2),Jennifer Crusie,Adult; Audiobook; Chick Lit; Comedy; Contemporary; Contemporary Romance; Fiction; Humor; Mystery; Romance; Womens Fiction
Anyone But You,Jennifer Crusie,Adult; Animals; Audiobook; Chick Lit; Comedy; Contemporary; Contemporary Romance; Dogs; Fiction; Humor; Romance; Womens Fiction
Getting Rid of Bradley,Jennifer Crusie,Adult; Chick Lit; Comedy; Contemporary; Contemporary Romance; Fiction; Humor; Mystery; Romance; Romantic Suspense; Womens Fiction
What The Lady Wants,Jennifer Crusie,Adult Fiction; Category Romance; Chick Lit; Comedy; Contemporary; Contemporary Romance; Fiction; Harlequin; Humor; Mystery; Romance; Womens Fiction
Manhunting,Jennifer Crusie,Adult; Adult Fiction; Audiobook; Chick Lit; Comedy; Contemporary; Contemporary Romance; Fiction; Humor; Romance; Womens Fiction
The Unfortunate Miss Fortunes,Jennifer Crusie/Eileen Dreyer/Anne Stuart,Adult; Anthologies; Chick Lit; Contemporary; Contemporary Romance; Fantasy; Fiction; Paranormal; Paranormal Romance; Romance; Womens Fiction
La falsificadora,Jennifer Crusie/Marina Mariasch,Adult; Audiobook; Chick Lit; Comedy; Contemporary; Contemporary Romance; Fiction; Humor; Mystery; Romance; Womens Fiction
Die Naschkatzen,Jennifer Crusie,Adult; Adult Fiction; Audiobook; Chick Lit; Contemporary; Contemporary Romance; Fiction; Humor; Mystery; Romance; Womens Fiction
Coffee at Luke's: An Unauthorized Gilmore Girls Gabfest,Jennifer Crusie/Leah Wilson/Gregory Stevenson,Adult; Anthologies; Chick Lit; Contemporary; Culture; Essays; Fandom; Humor; Media Tie In; Nonfiction; Pop Culture; Tv; Womens Fiction; Writing
Bueno en la Cama,Jennifer Weiner/Eduardo García Murillo,Adult; Adult Fiction; Audiobook; Chick Lit; Contemporary; Contemporary Romance; Fiction; Humor; Romance; Womens Fiction
Behaving Like Adults,Anna Maxted,Adult; British Literature; Chick Lit; Contemporary; Contemporary Romance; European Literature; Fiction; Humor; Relationships; Romance; Womens Fiction
Over 100 Truly Astonishing Sex Tips,Anna Maxted,Sex
How to Seduce Your Dream Man,Anna Maxted,Chick Lit; Womens Fiction
Running in Heels,Anna Maxted,Adult; Adult Fiction; British Literature; Chick Lit; Contemporary; European Literature; Fiction; Humor; Novels; Romance; Womens Fiction
Kopfüber ins Glück,Anna Maxted,Adult; Adult Fiction; British Literature; Chick Lit; Comedy; Contemporary; European Literature; Fiction; Humor; Romance; Womens Fiction
Venice: Tales of the City,Michelle Lovric,Cultural; Fiction; Italy; Short Stories; Travel
Caucasia,Danzy Senna,Academic; Adult Fiction; African American; Coming Of Age; Contemporary; Cultural; Family; Fiction; Historical; Historical Fiction; Novels; Race; School; Young Adult
The Talbot Odyssey,Nelson DeMille,Action; Adventure; Audiobook; Espionage; Fiction; Mystery; Mystery Thriller; Novels; Spy Thriller; Suspense; Thriller
The Lion's Game (John Corey  #2),Nelson DeMille,Action; Adventure; Audiobook; Crime; Fiction; Mystery; Mystery Thriller; Suspense; Terrorism; Thriller; War
Word of Honor,Nelson DeMille,Audiobook; Fiction; Historical; Historical Fiction; Military Fiction; Mystery; Mystery Thriller; Suspense; Thriller; War
Plum Island (John Corey  #1),Nelson DeMille,Action; Adventure; Audiobook; Crime; Detective; Fiction; Mystery; Mystery Thriller; Suspense; Thriller
Spencerville,Nelson DeMille,Action; Adventure; Crime; Drama; Fiction; Mystery; Mystery Thriller; Romance; Suspense; Thriller
Up Country,Nelson DeMille,Adventure; Crime; Fiction; Historical; Historical Fiction; Military Fiction; Mystery; Mystery Thriller; Suspense; Thriller; War
Wolfsbrut.,Nelson DeMille,Action; Adventure; Audiobook; Espionage; Fiction; Mystery; Mystery Thriller; Novels; Spy Thriller; Suspense; Thriller
The Talbot Odyssey,Nelson DeMille,Action; Adventure; Audiobook; Espionage; Fiction; Mystery; Mystery Thriller; Novels; Spy Thriller; Suspense; Thriller
Night Falls Fast: Understanding Suicide,Kay Redfield Jamison,Death; Health; Medicine; Mental Health; Mental Illness; Nonfiction; Psychiatry; Psychology; Science; Self Help; Sociology
Before Night Falls,Reinaldo Arenas/Dolores M. Koch,Autobiography; Biography; Biography Memoir; European Literature; Gay; History; LGBT; Memoir; Nonfiction; Queer; Spanish Literature
When True Night Falls (The Coldfire Trilogy  #2),C.S. Friedman,Dark; Dark Fantasy; Epic Fantasy; Fantasy; Fiction; High Fantasy; Horror; Paranormal; Science Fiction; Science Fiction Fantasy; Vampires
Nightfall,Anne Stuart,Contemporary; Contemporary Romance; Dark; Fiction; Mystery; Mystery Thriller; Romance; Romantic Suspense; Suspense; Thriller
When Night Falls,Linda  Anderson,Suspense
Before Night Falls,Keith Gray,
Where the Broken Heart Still Beats: The Story of Cynthia Ann Parker,Carolyn Meyer,Academic; Childrens; Civil War; Fiction; Historical; Historical Fiction; Middle Grade; Military History; Native Americans; School; Teen; Young Adult
In Cahootz: Sequel to Hoodwinked,Quentin Carter,Fiction
Earned Value Project Management,Quentin W. Fleming/Joel M. Koppelman,Business; Computer Science; Management; Nonfiction; Technical
Quintessential Tarantino,Edwin Page,Culture; Film; Nonfiction
The Foundations of Modern Political Thought: Volume One: The Renaissance,Quentin Skinner,Academic; European History; Grad School; Historical; History; Nonfiction; Philosophy; Politics; Reference
Tara Road,Maeve Binchy,Adult; Adult Fiction; Chick Lit; Contemporary; Cultural; Drama; European Literature; Fiction; Ireland; Irish Literature; Novels; Romance; Womens Fiction
On the Road to Tara,Aljean Harmetz,Nonfiction
Selected Stories,Andre Dubus,American; Anthologies; Catholic; Christianity; Classics; Contemporary; Fiction; Literary Fiction; Literature; Short Stories; The United States Of America
Broken Vessels,Andre Dubus,American; Autobiography; Biography; Essays; Literature; Memoir; Nonfiction; Short Stories; Writing
In the Bedroom: Seven Stories,Andre Dubus/Todd Field,Adult; Adult Fiction; American; Book Club; Contemporary; Crime; Fiction; Literary Fiction; Literature; Mystery; Short Stories
Thirteen Moons,Charles Frazier,19th Century; Adventure; American; Audiobook; Fiction; Historical; Historical Fiction; Literature; Native Americans; Novels; Southern
Swimming Upstream: Collaborative Approaches to Watershed Management,Paul A. Sabatier/Will Focht/Mark Lubell/Zev Trachtenberg/Arnold Vedlitz/Marty Matlock,Business; Economics
Story of a Girl,Sara Zarr,Audiobook; Coming Of Age; Contemporary; Family; Fiction; High School; Realistic Fiction; Romance; Teen; Young Adult
"Approaches to Teaching Atwood's ""the Handmaid's Tale"" and Other Works (Approaches to Teaching World Literature)",Sharon Rose Wilson/Thomas B. Friedman/Shannon Eileen Hengen,Literary Criticism
The Namesake,Jhumpa Lahiri,Adult; Adult Fiction; Asian Literature; Book Club; Contemporary; Cultural; Fiction; India; Indian Literature; Literary Fiction; Literature; Novels
Becoming a Goddess of Inner Poise: Spirituality for the Bridget Jones in All of Us,Donna Freitas,Spirituality
Full House: The Spread of Excellence from Plato to Darwin,Stephen Jay Gould,Biology; Environment; Essays; Evolution; History; Natural History; Nature; Nonfiction; Philosophy; Popular Science; Science; Writing
Eight Little Piggies: Reflections in Natural History,Stephen Jay Gould,Biology; Environment; Essays; Evolution; Geology; History; Natural History; Nature; Nonfiction; Popular Science; Science; Writing
Time's Arrow  Time's Cycle: Myth and Metaphor in the Discovery of Geological Time,Stephen Jay Gould,Biology; Environment; Evolution; Geology; History; History Of Science; Nature; Nonfiction; Philosophy; Popular Science; Science
The Hedgehog  the Fox & the Magister's Pox: Mending the Gap Between Science & the Humanities,Stephen Jay Gould,Biology; Environment; Essays; Evolution; History; Natural History; Nature; Nonfiction; Philosophy; Popular Science; Science; Writing
The Panda's Thumb: More Reflections in Natural History,Stephen Jay Gould,Animals; Biology; Environment; Essays; Evolution; History; Natural History; Nature; Nonfiction; Popular Science; Science; Writing
Bully for Brontosaurus: Reflections in Natural History,Stephen Jay Gould,Animals; Biology; Dinosaurs; Environment; Essays; Evolution; Geology; History; Natural History; Nature; Nonfiction; Palaeontology; Science; Writing
Hen's Teeth and Horse's Toes: Further Reflections in Natural History,Stephen Jay Gould,Biology; Environment; Essays; Evolution; History; Natural History; Nature; Nonfiction; Popular Science; Science; Science Nature; Writing
The Richness of Life: The Essential Stephen Jay Gould,Stephen Jay Gould/Paul McGarr/Oliver Sacks/Steven Rose,Anthropology; Biology; Environment; Essays; Evolution; History; Nature; Nonfiction; Philosophy; Popular Science; Science; Writing
The Wheel of Life: A Memoir of Living and Dying,Elisabeth Kübler-Ross,Autobiography; Biography; Biography Memoir; Death; Health; Memoir; Nonfiction; Philosophy; Psychology; Spirituality
Persuasive Communication,James B. Stiff/Paul A. Mongeau,Nonfiction
The Spook's Apprentice (The Last Apprentice / Wardstone Chronicles  #1),Joseph Delaney,Adventure; Childrens; Fantasy; Fiction; Horror; Magic; Middle Grade; Paranormal; Supernatural; Witches; Young Adult
Spooks: The Haunting of America: The Private Use of Secret Agents,Jim Hougan,American History; Conspiracy Theories; Nonfiction; North American Hi...; Politics; Pseudoscience
No More Bull!: The Mad Cowboy Targets America's Worst Enemy: Our Diet,Howard F. Lyman/Glen Merzer/Joanna Samorow-Merzer/Caldwell B. Esselstyn Jr.,Animals; Cookbooks; Environment; Food; Food and Drink; Health; Nonfiction; Nutrition; Science; Vegan; Vegetarian
Animal E.R.: Extraordinary Stories Hope Healing from 1 World's Leading Veterinary Hospitals,Vicki Constantine Croke/Vicki Constantine Croke,Animals; Cats; Medical; Nonfiction
ER Vets: Life in an Animal Emergency Room,Donna M. Jackson,Animals; Cats; Childrens; Nonfiction; Science
The 9/11 Commission Report: Final Report of the National Commission on Terrorist Attacks Upon the United States,National Commission on Terrorist Attacks Upon The United States,American History; Government; Historical; History; Military Fiction; Nonfiction; North American Hi...; Politics; Reference; Terrorism; War
Citizen Girl,Emma McLaughlin/Nicola Kraus,Adult; Adult Fiction; Audiobook; Chick Lit; Contemporary; Feminism; Fiction; Humor; Novels; Romance; Womens Fiction
On the Origin of Species by Means of Natural Selection,Charles Darwin/Michael T. Ghiselin,Anthropology; Biology; Classics; Environment; Evolution; History; Natural History; Nature; Nonfiction; Philosophy; Science
The Origin of Species/The Voyage of the Beagle,Charles Darwin/Richard Dawkins,Biography; Biology; Classics; Environment; Evolution; History; Natural History; Nature; Nonfiction; Philosophy; Science
